episode,total_reward,steps,checkpoints,laps,epsilon
1573,1074.0,183,5,182,0.0500
1574,3059.0,517,2,183,0.0500
1575,359.0,67,2,183,0.0500
1576,504.0,96,2,183,0.0500
1577,509.0,97,2,183,0.0500
1578,454.0,86,2,183,0.0500
1579,589.0,104,3,183,0.0500
1580,504.0,96,2,183,0.0500
1581,964.0,170,4,183,0.0500
1582,419.0,79,2,183,0.0500
1583,869.0,151,4,183,0.0500
1584,439.0,83,2,183,0.0500
1585,419.0,79,2,183,0.0500
1586,429.0,81,2,183,0.0500
1587,469.0,89,2,183,0.0500
1588,464.0,88,2,183,0.0500
1589,424.0,80,2,183,0.0500
1590,384.0,72,2,183,0.0500
1591,389.0,73,2,183,0.0500
1592,634.0,122,2,183,0.0500
1593,10504.0,1790,6,186,0.0500
1594,9804.0,1659,5,189,0.0500
1595,5769.0,969,2,191,0.0500
1596,5314.0,878,2,193,0.0500
1597,474.0,90,2,193,0.0500
1598,484.5,91,2,193,0.0500
1599,3804.0,666,2,194,0.0500
1600,1784.0,316,6,194,0.0500
1601,1194.0,216,4,194,0.0500
1602,469.0,89,2,194,0.0500
1603,439.0,83,2,194,0.0500
1604,489.0,93,2,194,0.0500
1605,1084.0,185,5,194,0.0500
1606,1064.0,181,5,194,0.0500
1607,1309.0,221,6,194,0.0500
1608,1144.0,197,5,194,0.0500
1609,1359.0,231,6,194,0.0500
1610,1484.0,256,6,194,0.0500
1611,864.0,150,4,194,0.0500
1612,1014.0,180,4,194,0.0500
1613,894.0,156,4,194,0.0500
1614,1289.0,217,6,194,0.0500
1615,3644.0,598,6,195,0.0500
1616,1299.0,219,6,195,0.0500
1617,1309.0,221,6,195,0.0500
1618,1304.0,220,6,195,0.0500
1619,1089.0,186,5,195,0.0500
1620,3459.0,570,5,196,0.0500
1621,1324.0,224,6,196,0.0500
1622,1329.0,225,6,196,0.0500
1623,3459.0,570,5,197,0.0500
1624,1104.0,189,5,197,0.0500
1625,859.5,148,4,197,0.0500
1626,894.0,156,4,197,0.0500
1627,907.5,162,4,197,0.0500
1628,1124.0,193,5,197,0.0500
1629,12289.5,2000,1,202,0.0500
1630,994.0,176,4,202,0.0500
1631,447.5,88,2,202,0.0500
1632,924.0,162,4,202,0.0500
1633,534.0,102,2,202,0.0500
1634,444.0,84,2,202,0.0500
1635,468.0,91,2,202,0.0500
1636,439.0,83,2,202,0.0500
1637,12374.0,2000,3,207,0.0500
1638,9907.5,1674,6,210,0.0500
1639,11409.0,1881,6,214,0.0500
1640,889.0,155,4,214,0.0500
1641,6084.0,1014,4,216,0.0500
1642,5259.0,867,2,218,0.0500
1643,6564.0,1101,5,220,0.0500
1644,2929.0,491,2,221,0.0500
1645,924.0,162,4,221,0.0500
1646,919.0,161,4,221,0.0500
1647,9044.0,1507,5,224,0.0500
1648,1419.0,252,5,224,0.0500
1649,399.0,75,2,224,0.0500
1650,12284.0,2000,1,229,0.0500
1651,1529.0,265,6,229,0.0500
1652,6489.0,1077,6,231,0.0500
1653,889.0,155,4,231,0.0500
1654,584.0,103,3,231,0.0500
1655,1359.0,231,6,231,0.0500
1656,1049.0,187,4,231,0.0500
1657,1074.0,183,5,231,0.0500
1658,1484.0,247,7,231,0.0500
1659,1064.0,181,5,231,0.0500
1660,1189.0,206,5,231,0.0500
1661,1094.0,187,5,231,0.0500
1662,1064.5,180,5,231,0.0500
1663,1059.0,180,5,231,0.0500
1664,1114.0,191,5,231,0.0500
1665,1039.0,176,5,231,0.0500
1666,1359.0,231,6,231,0.0500
1667,1354.0,230,6,231,0.0500
1668,914.0,160,4,231,0.0500
1669,1154.0,199,5,231,0.0500
1670,1064.0,181,5,231,0.0500
1671,1059.0,180,5,231,0.0500
1672,1079.0,184,5,231,0.0500
1673,1294.0,218,6,231,0.0500
1674,3454.0,569,5,232,0.0500
1675,829.0,143,4,232,0.0500
1676,1084.0,185,5,232,0.0500
1677,5779.0,944,5,234,0.0500
1678,12284.0,2000,1,239,0.0500
1679,2879.0,481,2,240,0.0500
1680,11234.0,1846,6,244,0.0500
1681,911.5,162,4,244,0.0500
1682,1454.0,250,6,244,0.0500
1683,3064.0,518,2,245,0.0500
1684,3374.5,561,4,246,0.0500
1685,359.0,67,2,246,0.0500
1686,889.0,155,4,246,0.0500
1687,1084.0,185,5,246,0.0500
1688,3714.0,621,5,247,0.0500
1689,1384.0,236,6,247,0.0500
1690,444.0,84,2,247,0.0500
1691,1194.0,216,4,247,0.0500
1692,1099.0,188,5,247,0.0500
1693,1389.0,237,6,247,0.0500
1694,969.0,171,4,247,0.0500
1695,424.0,80,2,247,0.0500
1696,9689.0,1645,4,250,0.0500
1697,8454.0,1389,5,253,0.0500
1698,1114.0,191,5,253,0.0500
1699,1139.5,195,5,253,0.0500
1700,5224.0,860,2,255,0.0500
1701,3579.5,593,5,256,0.0500
1702,834.0,144,4,256,0.0500
1703,1184.0,205,5,256,0.0500
1704,3589.0,596,5,257,0.0500
1705,1119.5,191,5,257,0.0500
1706,1214.0,211,5,257,0.0500
1707,909.0,159,4,257,0.0500
1708,1194.0,207,5,257,0.0500
1709,1199.0,208,5,257,0.0500
1710,1284.0,225,5,257,0.0500
1711,1119.5,191,5,257,0.0500
1712,1124.0,193,5,257,0.0500
1713,1209.0,219,4,257,0.0500
1714,1929.0,354,5,257,0.0500
1715,1339.5,235,5,257,0.0500
1716,1104.0,189,5,257,0.0500
1717,1083.0,187,5,257,0.0500
1718,1084.0,185,5,257,0.0500
1719,1094.0,187,5,257,0.0500
1720,1104.0,189,5,257,0.0500
1721,1104.0,189,5,257,0.0500
1722,1084.0,185,5,257,0.0500
1723,1104.0,189,5,257,0.0500
1724,869.0,151,4,257,0.0500
1725,12284.0,2000,1,262,0.0500
1726,1209.0,210,5,262,0.0500
1727,1194.0,207,5,262,0.0500
1728,429.0,81,2,262,0.0500
1729,894.0,156,4,262,0.0500
1730,1094.0,187,5,262,0.0500
1731,894.0,156,4,262,0.0500
1732,1114.0,191,5,262,0.0500
1733,1109.0,190,5,262,0.0500
1734,1104.0,189,5,262,0.0500
1735,1089.0,186,5,262,0.0500
1736,1129.0,194,5,262,0.0500
1737,1089.0,186,5,262,0.0500
1738,1119.0,192,5,262,0.0500
1739,1119.0,192,5,262,0.0500
1740,751.0,152,2,262,0.0500
1741,619.0,119,2,262,0.0500
1742,1229.0,223,4,262,0.0500
1743,1159.0,200,5,262,0.0500
1744,904.5,157,4,262,0.0500
1745,1059.0,189,4,262,0.0500
1746,1099.5,187,5,262,0.0500
1747,1134.0,195,5,262,0.0500
1748,1164.0,201,5,262,0.0500
1749,444.0,84,2,262,0.0500
1750,431.5,84,2,262,0.0500
1751,1159.0,200,5,262,0.0500
1752,1134.0,195,5,262,0.0500
1753,12273.0,2000,1,267,0.0500
1754,1033.0,186,4,267,0.0500
1755,1174.0,212,4,267,0.0500
1756,889.0,155,4,267,0.0500
1757,1104.0,189,5,267,0.0500
1758,1109.0,190,5,267,0.0500
1759,1104.0,189,5,267,0.0500
1760,5649.0,927,4,269,0.0500
1761,1094.0,187,5,269,0.0500
1762,1214.0,211,5,269,0.0500
1763,1271.0,229,5,269,0.0500
1764,1119.0,192,5,269,0.0500
1765,1084.5,184,5,269,0.0500
1766,3694.0,617,5,270,0.0500
1767,1099.0,188,5,270,0.0500
1768,1089.0,186,5,270,0.0500
1769,3574.0,593,5,271,0.0500
1770,1044.5,176,5,271,0.0500
1771,1125.0,191,5,271,0.0500
1772,1120.0,190,5,271,0.0500
1773,1185.0,203,5,271,0.0500
1774,5925.0,971,5,273,0.0500
1775,3025.0,499,3,274,0.0500
1776,1195.0,205,5,274,0.0500
1777,1220.0,210,5,274,0.0500
1778,455.0,84,2,274,0.0500
1779,1189.5,205,5,274,0.0500
1780,3565.0,589,5,275,0.0500
1781,1110.0,188,5,275,0.0500
1782,1374.5,233,6,275,0.0500
1783,940.0,163,4,275,0.0500
1784,185.0,39,1,275,0.0500
1785,8550.0,1415,4,278,0.0500
1786,1335.0,224,6,278,0.0500
1787,410.0,75,2,278,0.0500
1788,490.0,91,2,278,0.0500
1789,560.0,105,2,278,0.0500
1790,480.0,89,2,278,0.0500
1791,1085.0,183,5,278,0.0500
1792,3795.0,626,6,279,0.0500
1793,6145.0,1006,6,281,0.0500
1794,1035.0,182,4,281,0.0500
1795,915.0,158,4,281,0.0500
1796,1415.0,240,6,281,0.0500
1797,1440.0,245,6,281,0.0500
1798,915.0,158,4,281,0.0500
1799,915.0,158,4,281,0.0500
1800,1100.0,186,5,281,0.0500
1801,3510.0,578,5,282,0.0500
1802,435.0,80,2,282,0.0500
1803,490.0,91,2,282,0.0500
1804,565.0,97,3,282,0.0500
1805,2975.0,498,2,283,0.0500
1806,1325.0,222,6,283,0.0500
1807,1140.0,194,5,283,0.0500
1808,450.0,83,2,283,0.0500
1809,12295.0,2000,1,288,0.0500
1810,1005.0,176,4,288,0.0500
1811,1360.0,229,6,288,0.0500
1812,190.0,40,1,288,0.0500
1813,3740.0,615,6,289,0.0500
1814,3925.0,652,6,290,0.0500
1815,1985.0,354,6,290,0.0500
1816,925.0,160,4,290,0.0500
1817,1355.0,228,6,290,0.0500
1818,900.0,155,4,290,0.0500
1819,1065.0,179,5,290,0.0500
1820,12295.0,2000,1,295,0.0500
1821,415.0,76,2,295,0.0500
1822,420.0,77,2,295,0.0500
1823,425.0,78,2,295,0.0500
1824,470.0,87,2,295,0.0500
1825,3805.0,628,6,296,0.0500
1826,1355.0,228,6,296,0.0500
1827,1305.0,236,4,296,0.0500
1828,420.0,77,2,296,0.0500
1829,1115.0,189,5,296,0.0500
1830,1315.0,220,6,296,0.0500
1831,860.0,147,4,296,0.0500
1832,1335.0,224,6,296,0.0500
1833,490.0,91,2,296,0.0500
1834,210.0,44,1,296,0.0500
1835,390.0,71,2,296,0.0500
1836,1320.0,239,4,296,0.0500
1837,1355.0,228,6,296,0.0500
1838,1460.0,267,4,296,0.0500
1839,2835.0,470,2,297,0.0500
1840,555.0,104,2,297,0.0500
1841,530.0,99,2,297,0.0500
1842,405.0,74,2,297,0.0500
1843,425.0,78,2,297,0.0500
1844,400.0,73,2,297,0.0500
1845,415.0,76,2,297,0.0500
1846,1215.0,209,5,297,0.0500
1847,1308.5,222,6,297,0.0500
1848,1350.0,227,6,297,0.0500
1849,455.0,84,2,297,0.0500
1850,455.0,84,2,297,0.0500
1851,1065.0,179,5,297,0.0500
1852,1065.0,179,5,297,0.0500
1853,465.0,86,2,297,0.0500
1854,425.0,78,2,297,0.0500
1855,425.0,78,2,297,0.0500
1856,430.0,79,2,297,0.0500
1857,415.0,76,2,297,0.0500
1858,400.0,73,2,297,0.0500
1859,425.0,78,2,297,0.0500
1860,435.0,80,2,297,0.0500
1861,445.0,82,2,297,0.0500
1862,940.0,163,4,297,0.0500
1863,420.0,77,2,297,0.0500
1864,440.0,81,2,297,0.0500
1865,440.0,81,2,297,0.0500
1866,429.5,80,2,297,0.0500
1867,915.0,158,4,297,0.0500
1868,3244.5,535,4,298,0.0500
1869,875.0,150,4,298,0.0500
1870,3634.5,595,6,299,0.0500
1871,869.0,151,4,299,0.0500
1872,1060.0,178,5,299,0.0500
1873,1080.0,182,5,299,0.0500
1874,1355.0,228,6,299,0.0500
1875,875.0,150,4,299,0.0500
1876,1305.0,218,6,299,0.0500
1877,3350.0,555,4,300,0.0500
1878,890.0,153,4,300,0.0500
1879,870.0,149,4,300,0.0500
1880,575.0,99,3,300,0.0500
1881,855.0,146,4,300,0.0500
1882,465.0,86,2,300,0.0500
1883,1355.0,228,6,300,0.0500
1884,5780.0,942,5,302,0.0500
1885,1100.0,186,5,302,0.0500
1886,1085.0,183,5,302,0.0500
1887,1070.0,180,5,302,0.0500
1888,3260.0,537,4,303,0.0500
1889,1090.0,184,5,303,0.0500
1890,3725.0,612,6,304,0.0500
1891,1290.0,215,6,304,0.0500
1892,5965.0,970,6,306,0.0500
1893,3635.0,594,6,307,0.0500
1894,3410.0,558,5,308,0.0500
1895,1345.0,226,6,308,0.0500
1896,1450.0,247,6,308,0.0500
1897,6255.0,1028,6,310,0.0500
1898,3480.0,572,5,311,0.0500
1899,3615.0,590,6,312,0.0500
1900,8365.0,1360,6,315,0.0500
1901,3390.0,554,5,316,0.0500
1902,3360.0,557,4,317,0.0500
1903,555.0,95,3,317,0.0500
1904,415.0,76,2,317,0.0500
1905,3930.0,662,5,318,0.0500
1906,1470.0,251,6,318,0.0500
1907,1405.0,238,6,318,0.0500
1908,3699.5,626,4,319,0.0500
1909,3325.0,550,4,320,0.0500
1910,8365.0,1378,4,323,0.0500
1911,475.0,88,2,323,0.0500
1912,3390.0,563,4,324,0.0500
1913,12294.5,2001,1,329,0.0500
1914,3895.0,646,6,330,0.0500
1915,429.0,81,2,330,0.0500
1916,455.0,84,2,330,0.0500
1917,415.0,76,2,330,0.0500
1918,3685.0,613,5,331,0.0500
1919,1075.0,181,5,331,0.0500
1920,1075.0,181,5,331,0.0500
1921,1115.0,189,5,331,0.0500
1922,3490.0,574,5,332,0.0500
1923,1085.0,183,5,332,0.0500
1924,1115.0,189,5,332,0.0500
1925,2875.0,478,2,333,0.0500
1926,925.0,160,4,333,0.0500
1927,8240.0,1353,4,336,0.0500
1928,440.0,81,2,336,0.0500
1929,950.0,165,4,336,0.0500
1930,425.0,78,2,336,0.0500
1931,434.5,81,2,336,0.0500
1932,1350.0,227,6,336,0.0500
1933,5785.0,952,4,338,0.0500
1934,1195.0,205,5,338,0.0500
1935,190.0,40,1,338,0.0500
1936,380.0,69,2,338,0.0500
1937,5985.0,992,4,340,0.0500
1938,400.0,73,2,340,0.0500
1939,200.0,42,1,340,0.0500
1940,12340.0,2000,2,345,0.0500
1941,12295.0,2000,1,350,0.0500
1942,3800.0,627,6,351,0.0500
1943,920.0,159,4,351,0.0500
1944,400.0,73,2,351,0.0500
1945,1244.5,225,4,351,0.0500
1946,2930.0,489,2,352,0.0500
1947,950.0,165,4,352,0.0500
1948,415.0,76,2,352,0.0500
1949,1100.0,195,4,352,0.0500
1950,440.0,81,2,352,0.0500
1951,520.0,88,3,352,0.0500
1952,430.0,79,2,352,0.0500
1953,6045.0,986,6,354,0.0500
1954,3475.0,571,5,355,0.0500
1955,12295.0,2000,1,360,0.0500
1956,480.0,89,2,360,0.0500
1957,465.0,86,2,360,0.0500
1958,460.0,85,2,360,0.0500
1959,455.0,84,2,360,0.0500
1960,1429.0,245,6,360,0.0500
1961,505.0,94,2,360,0.0500
1962,445.0,82,2,360,0.0500
1963,440.0,81,2,360,0.0500
1964,3500.0,585,4,361,0.0500
1965,410.0,75,2,361,0.0500
1966,415.0,76,2,361,0.0500
1967,410.0,75,2,361,0.0500
1968,420.0,77,2,361,0.0500
1969,955.0,166,4,361,0.0500
1970,460.0,85,2,361,0.0500
1971,460.0,85,2,361,0.0500
1972,445.0,82,2,361,0.0500
1973,465.0,86,2,361,0.0500
1974,445.0,82,2,361,0.0500
1975,5964.5,971,6,363,0.0500
1976,1365.0,230,6,363,0.0500
1977,1290.0,215,6,363,0.0500
1978,3430.0,562,5,364,0.0500
1979,1080.0,182,5,364,0.0500
1980,175.0,37,1,364,0.0500
1981,1200.0,206,5,364,0.0500
1982,1445.0,246,6,364,0.0500
1983,1415.0,249,5,364,0.0500
1984,1055.0,177,5,364,0.0500
1985,1135.0,193,5,364,0.0500
1986,1080.0,182,5,364,0.0500
1987,1100.0,186,5,364,0.0500
1988,1065.0,179,5,364,0.0500
1989,1060.0,178,5,364,0.0500
1990,12115.0,2000,7,368,0.0500
1991,8415.0,1370,6,371,0.0500
1992,6020.0,999,4,373,0.0500
1993,1280.0,213,6,373,0.0500
1994,1295.0,216,6,373,0.0500
1995,12385.0,2000,3,378,0.0500
1996,12295.0,2000,1,383,0.0500
1997,12205.0,2000,9,387,0.0500
1998,3269.5,558,2,388,0.0500
1999,650.0,123,2,388,0.0500
2000,410.0,75,2,388,0.0500
